Frequency ,Date,Rank,Player,Source,
Weekly,2023-09-18,20,Yathreb Adel,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-25,1,Nour El Sherbini,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,2,Nouran Gohar,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,3,Hania El Hammamy,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,4,Joelle King,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,5,Amanda Sobhy,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,6,Georgina Kennedy,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,7,Nele Gilis,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,8,Nour El Tayeb,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,9,Olivia Weaver,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,10,Tinne Gilis,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,11,Salma Hany,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,12,Rowan Elaraby,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,13,Sabrina Sobhy,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,14,Olivia Clyne,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,15,Tesni Murphy,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,16,Sarah-Jane Perry,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,17,Farida Mohamed,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,18,Satomi Watanabe,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,19,Hollie Naughton,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-09-25,20,Yathreb Adel,https://www.psasquashtour.com/featured-news/sabrina-sobhy-claimes-career-high-ranking-no-13/,
Weekly,2023-10-02,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,2,Nouran Gohar,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,4,Joelle King,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,8,Nele Gilis,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,9,Olivia Weaver,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,10,Tinne Gilis,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,11,Salma Hany,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,12,Rowan Elaraby,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,13,Olivia Clyne,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,14,Sabrina Sobhy,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,15,Tesni Murphy,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,16,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,17,Farida Mohamed,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,18,Satomi Watanabe,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,19,Nada Abbas,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-02,20,Hollie Naughton,https://x.com/PSASquashTour/status/1708798987405570493/photo/1,
Weekly,2023-10-09,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,2,Nouran Gohar,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,4,Joelle King,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,5,Nour El Tayeb,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,6,Amanda Sobhy,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,8,Nele Gilis,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,9,Olivia Weaver,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,10,Tinne Gilis,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,11,Salma Hany,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,12,Rowan Elaraby,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,13,Olivia Clyne,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,14,Sabrina Sobhy,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,15,Tesni Murphy,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,16,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,17,Satomi Watanabe,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,18,Farida Mohamed,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,19,Nada Abbas,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-09,20,Melissa Alves,https://x.com/PSASquashTour/status/1711307804026306853/photo/1,
Weekly,2023-10-16,1,Nour El Sherbini,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,2,Nouran Gohar,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,3,Hania El Hammamy,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,4,Joelle King,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,5,Amanda Sobhy,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,6,Nour El Tayeb,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,7,Nele Gilis,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,8,Georgina Kennedy,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,9,Olivia Weaver,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,10,Tinne Gilis,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,11,Salma Hany,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,12,Rowan Elaraby,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,13,Olivia Clyne,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,14,Tesni Murphy,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,15,Sarah-Jane Perry,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,16,Sabrina Sobhy,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,17,Satomi Watanabe,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,18,Nada Abbas,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,19,Farida Mohamed,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-16,20,Amina Orfi,https://www.psasquashtour.com/featured-news/16-year-old-amina-orfi-becomes-youngest-ever-player-to-reach-womens-top-20/,
Weekly,2023-10-23,1,Nour El Sherbini,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,2,Nouran Gohar,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,3,Hania El Hammamy,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,4,Joelle King,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,5,Amanda Sobhy,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,6,Nour El Tayeb,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,7,Nele Gilis,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,8,Georgina Kennedy,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,9,Olivia Weaver,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,10,Tinne Gilis,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,11,Salma Hany,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,12,Sarah-Jane Perry,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,13,Olivia Clyne,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,14,Sabrina Sobhy,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,15,Rowan Elaraby,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,16,Tesni Murphy,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,17,Satomi Watanabe,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,18,Nada Abbas,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,19,Farida Mohamed,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-23,20,Amina Orfi,https://www.psasquashtour.com/news/karim-abdel-gawad-reaches-best-ranking-since-october-2021-in-latest-standings/,
Weekly,2023-10-30,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,2,Nouran Gohar,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,4,Joelle King,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,7,Nele Gilis,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,8,Georgina Kennedy,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,9,Olivia Weaver,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,10,Tinne Gilis,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,11,Salma Hany,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,12,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,13,Olivia Clyne,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,14,Sabrina Sobhy,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,15,Rowan Elaraby,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,16,Tesni Murphy,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,17,Satomi Watanabe,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,18,Nada Abbas,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,19,Farida Mohamed,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-10-30,20,Amina Orfi,https://x.com/PSASquashTour/status/1718930761942753536/photo/1,
Weekly,2023-11-06,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,2,Nouran Gohar,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,4,Joelle King,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,7,Nele Gilis,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,8,Georgina Kennedy,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,9,Olivia Weaver,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,10,Tinne Gilis,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,11,Salma Hany,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,12,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,13,Olivia Clyne,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,14,Sabrina Sobhy,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,15,Rowan Elaraby,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,16,Tesni Murphy,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,17,Satomi Watanabe,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,18,Nada Abbas,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,19,Farida Mohamed,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-06,20,Amina Orfi,https://x.com/PSASquashTour/status/1721527864196272523/photo/1,
Weekly,2023-11-13,1,Nour El Sherbini,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,2,Nouran Gohar,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,3,Hania El Hammamy,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,4,Joelle King,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,5,Amanda Sobhy,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,6,Nour El Tayeb,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,7,Nele Gilis,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,8,Georgina Kennedy,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,9,Olivia Weaver,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,10,Tinne Gilis,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,11,Salma Hany,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,12,Sarah-Jane Perry,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,13,Olivia Clyne,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,14,Sabrina Sobhy,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,15,Rowan Elaraby,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,16,Satomi Watanabe,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,17,Nada Abbas,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,18,Amina Orfi,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,19,Farida Mohamed,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-13,20,Tesni Murphy,https://www.psasquashtour.com/featured-news/watanabe-orfi-move-to-career-high-rankings-in-latest-standings/,
Weekly,2023-11-20,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,2,Nouran Gohar,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,4,Nele Gilis,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,6,Georgina Kennedy,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,7,Nour El Tayeb,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,8,Joelle King,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,9,Olivia Weaver,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,10,Tinne Gilis,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,11,Salma Hany,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,12,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
Weekly,2023-11-20,13,Olivia Clyne,https://x.com/PSASquashTour/status/1726540889433235574/photo/1,
